,name,count,func
54276,joslangarica,1,autogpts.autogpt.autogpt.models.action_history.EpisodicActionHistory.__getitem__
54277,joslangarica,1,typing.MutableSet.remove
54278,joslangarica,1,autogpts.autogpt.autogpt.memory.vector.memory_item.MemoryItem.dump
54279,joslangarica,1,autogpts.autogpt.autogpt.memory.vector.providers.json_file.JSONFileMemory.load_index
54280,joslangarica,1,autogpts.autogpt.autogpt.memory.vector.memory_item.MemoryItem.relevance_for
54281,joslangarica,1,autogpts.autogpt.autogpt.memory.vector.memory_item.MemoryItemRelevance.score
54282,joslangarica,1,autogpts.autogpt.autogpt.memory.vector.providers.base.VectorMemoryProvider.score_memories_for_relevance
54283,joslangarica,1,autogpts.autogpt.autogpt.memory.vector.memory_item.MemoryItemRelevance.__str__
54284,joslangarica,1,autogpts.autogpt.autogpt.memory.vector.providers.base.VectorMemoryProvider.get_relevant
54285,joslangarica,1,autogpts.autogpt.autogpt.memory.vector.memory_item.MemoryItemRelevance.calculate_scores
54286,joslangarica,1,autogpts.autogpt.autogpt.memory.vector.memory_item.MemoryItemRelevance.of
54287,joslangarica,1,autogpts.autogpt.autogpt.memory.vector.providers.json_file.JSONFileMemory.__init__
54288,joslangarica,1,autogpts.autogpt.autogpt.memory.vector.providers.no_memory.NoMemory.__init__
54289,joslangarica,1,autogpts.autogpt.autogpt.logs.log_cycle.LogCycleHandler.create_nested_directory
54290,joslangarica,1,autogpts.autogpt.autogpt.logs.log_cycle.LogCycleHandler.get_agent_short_name
54291,joslangarica,1,autogpts.autogpt.autogpt.logs.log_cycle.LogCycleHandler.create_outer_directory
54292,joslangarica,1,autogpts.autogpt.autogpt.logs.log_cycle.LogCycleHandler.create_inner_directory
54293,joslangarica,1,str.zfill
54294,joslangarica,1,logging.Handler.flush
54295,joslangarica,1,logging.Handler.handleError
54296,joslangarica,1,logging.Handler.format
54297,joslangarica,1,autogpts.autogpt.autogpt.logs.handlers.TTSHandler.format
54298,joslangarica,1,logging.Handler.__init__
54299,joslangarica,1,logging.LogRecord.getMessage
54300,joslangarica,1,autogpts.autogpt.autogpt.logs.handlers.JsonFileHandler.format
54301,joslangarica,1,autogpts.autogpt.autogpt.logs.handlers.TTSHandler.__init__
54302,joslangarica,1,autogpts.autogpt.autogpt.logs.formatters.AutoGptFormatter.__init__
54303,joslangarica,1,unittest.mock._patcher.object
54304,joslangarica,1,pathlib.Path.expanduser
54305,joslangarica,1,autogpts.autogpt.autogpt.core.workspace.simple.SimpleWorkspace.root
54306,joslangarica,1,autogpts.autogpt.autogpt.core.workspace.simple.SimpleWorkspace.restrict_to_workspace
54307,joslangarica,1,autogpts.autogpt.autogpt.core.workspace.simple.SimpleWorkspace._sanitize_path
54308,joslangarica,1,jsonschema.validators._Validator.iter_errors
54309,joslangarica,1,jsonschema.validators._Validator.__init__
54310,joslangarica,1,autogpts.autogpt.autogpt.core.utils.json_schema.JSONSchema.to_typescript_object_interface
54311,joslangarica,1,autogpts.autogpt.autogpt.core.utils.json_schema.JSONSchema.parse_properties
54312,joslangarica,1,str.__rmul__
54313,joslangarica,1,autogpts.autogpt.autogpt.core.runner.client_lib.logging.config.BelowLevelFilter.__init__
54314,joslangarica,1,autogpts.autogpt.autogpt.core.resource.model_providers.schema.ModelProviderUsage.update_usage
54315,joslangarica,1,autogpts.autogpt.autogpt.core.resource.model_providers.openai._OpenAIRetryHandler._backoff
54316,joslangarica,1,autogpts.autogpt.autogpt.core.resource.model_providers.openai._OpenAIRetryHandler._log_rate_limit_error
54317,joslangarica,1,autogpts.autogpt.autogpt.core.resource.model_providers.openai.OpenAIProvider._get_embedding_kwargs
54318,joslangarica,1,autogpts.autogpt.autogpt.core.resource.model_providers.openai.OpenAIProvider._get_completion_kwargs
54319,joslangarica,1,autogpts.autogpt.autogpt.core.resource.model_providers.openai.OpenAIProvider.get_tokenizer
54320,joslangarica,1,autogpts.autogpt.autogpt.core.resource.model_providers.openai._OpenAIRetryHandler.__init__
54321,joslangarica,1,autogpts.autogpt.autogpt.core.plugin.simple.SimplePluginService.load_from_file_path
54322,joslangarica,1,autogpts.autogpt.autogpt.core.plugin.simple.SimplePluginService.load_from_import_path
54323,joslangarica,1,autogpts.autogpt.autogpt.core.plugin.simple.SimplePluginService.load_from_installed_package
54324,joslangarica,1,autogpts.autogpt.autogpt.core.plugin.simple.SimplePluginService.load_from_workspace
54325,joslangarica,1,autogpts.autogpt.autogpt.core.planning.simple.SimplePlanner._make_template_kwargs_for_strategy
54326,joslangarica,1,autogpts.autogpt.autogpt.core.memory.simple.MessageHistory.__init__
54327,joslangarica,1,autogpts.autogpt.autogpt.core.memory.simple.SimpleMemory._load_message_history
54328,joslangarica,1,autogpts.autogpt.autogpt.core.configuration.schema.SystemConfiguration.get_user_config
54329,joslangarica,1,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent.__init__
54330,joslangarica,1,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent._update_tasks_and_memory
54331,joslangarica,1,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent._evaluate_task_and_add_context
54332,joslangarica,1,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent._choose_next_ability
54333,joslangarica,1,autogpts.autogpt.autogpt.core.ability.simple.SimpleAbilityRegistry.get_ability
54334,joslangarica,1,autogpts.autogpt.autogpt.core.ability.simple.SimpleAbilityRegistry.register_ability
54335,joslangarica,1,autogpts.autogpt.autogpt.core.ability.builtins.file_operations.WriteFile._check_preconditions
54336,joslangarica,1,autogpts.autogpt.autogpt.core.ability.builtins.file_operations.ReadFile._check_preconditions
54337,joslangarica,1,autogpts.autogpt.autogpt.core.ability.base.Ability.name
54338,joslangarica,1,autogpts.autogpt.autogpt.core.ability.base.Ability.description
54339,joslangarica,1,autogpts.autogpt.autogpt.core.ability.base.Ability.parameters
54340,joslangarica,1,autogpts.autogpt.autogpt.core.ability.base.Ability.spec
54341,joslangarica,1,autogpts.autogpt.autogpt.config.config.ConfigBuilder.load_azure_config
54342,joslangarica,1,autogpts.autogpt.autogpt.config.config.Config.get_azure_credentials
54343,joslangarica,1,str.splitlines
54344,joslangarica,1,bool.__new__
54345,joslangarica,1,itertools.islice.__init__
54346,joslangarica,1,requests.sessions.Session.__init__
54347,joslangarica,1,requests.models.Response.ok
54348,joslangarica,1,git.repo.base.Repo.clone_from
54349,joslangarica,1,autogpts.autogpt.autogpt.commands.file_operations_utils.FileContext.read_file
54350,joslangarica,1,autogpts.autogpt.autogpt.commands.file_operations_utils.FileContext.__init__
54351,joslangarica,1,bytes.__contains__
54352,joslangarica,1,charset_normalizer.models.CharsetMatch.encoding
54353,joslangarica,1,charset_normalizer.models.CharsetMatches.best
54354,joslangarica,1,autogpts.autogpt.autogpt.commands.file_operations_utils.ParserStrategy.read
54355,joslangarica,1,pathlib.PurePath.as_posix
54356,joslangarica,1,git.repo.base.Repo.__init__
54357,joslangarica,1,git.refs.reference.Reference.name
54358,joslangarica,1,git.repo.base.Repo.active_branch
54359,joslangarica,1,autogpts.autogpt.autogpt.app.spinner.Spinner.print_message
54360,joslangarica,1,itertools.cycle.__init__
54361,joslangarica,1,autogpts.autogpt.autogpt.app.spinner.Spinner.stop
54362,joslangarica,1,autogpts.autogpt.autogpt.app.spinner.Spinner.start
54363,joslangarica,1,float.__ne__
54364,joslangarica,1,float.__eq__
54365,joslangarica,1,int.__rsub__
54366,joslangarica,1,str.lstrip
54367,joslangarica,1,int.__abs__
54368,joslangarica,1,click.exceptions.UsageError.__init__
54369,joslangarica,1,reversed.__init__
54370,joslangarica,1,list.insert
54371,joslangarica,1,reversed.__next__
54372,joslangarica,1,autogpts.autogpt.autogpt.agents.prompt_strategies.one_shot.OneShotAgentPromptStrategy._generate_intro_prompt
54373,joslangarica,1,filter.__init__
54374,joslangarica,1,autogpts.autogpt.autogpt.agents.prompt_strategies.one_shot.OneShotAgentPromptStrategy._generate_goals_info
54375,joslangarica,1,autogpts.autogpt.autogpt.agents.prompt_strategies.one_shot.OneShotAgentPromptStrategy._generate_commands_list
54376,joslangarica,1,autogpts.autogpt.autogpt.agents.prompt_strategies.one_shot.OneShotAgentPromptStrategy._generate_os_info
54377,joslangarica,1,autogpts.autogpt.autogpt.agents.prompt_strategies.one_shot.OneShotAgentPromptStrategy._generate_budget_constraint
54378,joslangarica,1,autogpts.autogpt.autogpt.agents.prompt_strategies.one_shot.OneShotAgentPromptStrategy.compile_progress
54379,joslangarica,1,autogpts.autogpt.autogpt.agents.prompt_strategies.one_shot.OneShotAgentPromptStrategy.build_system_prompt
54380,joslangarica,1,autogpts.autogpt.autogpt.agents.prompt_strategies.one_shot.OneShotAgentPromptStrategy.response_format_instruction
54381,joslangarica,1,contextlib.ExitStack.__enter__
54382,joslangarica,1,autogpts.autogpt.autogpt.agents.features.watchdog.WatchdogMixin.propose_action
54383,joslangarica,1,autogpts.autogpt.autogpt.agents.features.context.AgentContext.__init__
54384,joslangarica,1,autogpts.autogpt.autogpt.agents.base.BaseAgent.build_prompt
54385,joslangarica,1,autogpts.autogpt.autogpt.agents.base.BaseAgent.on_response
54386,joslangarica,1,autogpts.autogpt.autogpt.agents.base.BaseAgent.on_before_think
54387,joslangarica,1,autogpts.autogpt.autogpt.agents.base.BaseAgent.parse_and_process_response
54388,joslangarica,1,autogpts.autogpt.autogpt.agents.features.context.AgentContext.add
54389,joslangarica,1,autogpts.autogpt.autogpt.agents.features.context.ContextMixin.build_prompt
54390,joslangarica,1,autogpts.autogpt.autogpt.agents.prompt_strategies.one_shot.OneShotAgentPromptStrategy.__init__
54391,gordonwilliamsburg,1,subprocess.CalledProcessError.__init__
54392,gordonwilliamsburg,1,datetime.datetime.__lt__
54393,gordonwilliamsburg,1,datetime.date.fromisoformat
54394,gordonwilliamsburg,1,pathlib.Path.absolute
54395,gordonwilliamsburg,1,pathlib.PurePath.parts
54396,gordonwilliamsburg,1,tuple.index
54397,gordonwilliamsburg,1,list.count
54398,gordonwilliamsburg,1,benchmark.agbenchmark.utils.dependencies.main.DependencyManager.register_result
54399,gordonwilliamsburg,1,benchmark.agbenchmark.utils.dependencies.main.DependencyManager.get_failed
54400,gordonwilliamsburg,1,benchmark.agbenchmark.utils.dependencies.main.DependencyManager.get_missing
54401,gordonwilliamsburg,1,benchmark.agbenchmark.utils.dependencies.main.DependencyManager.__init__
54402,gordonwilliamsburg,1,benchmark.agbenchmark.utils.dependencies.main.DependencyManager.sorted_items
54403,gordonwilliamsburg,1,benchmark.agbenchmark.utils.dependencies.main.DependencyManager.print_processed_dependencies
54404,gordonwilliamsburg,1,benchmark.agbenchmark.utils.dependencies.main.DependencyManager.print_name_map
54405,gordonwilliamsburg,1,benchmark.agbenchmark.utils.dependencies.main.TestResult.register_result
54406,gordonwilliamsburg,1,benchmark.agbenchmark.utils.dependencies.main.DependencyManager.dependencies
54407,gordonwilliamsburg,1,benchmark.agbenchmark.utils.dependencies.main.TestResult.success
54408,gordonwilliamsburg,1,int.__mod__
54409,gordonwilliamsburg,1,float.__radd__
54410,gordonwilliamsburg,1,float.__rtruediv__
54411,gordonwilliamsburg,1,dict.copy
54412,gordonwilliamsburg,1,matplotlib.axes._base._AxesBase.add_patch
54413,gordonwilliamsburg,1,matplotlib.axes._axes.Axes.annotate
54414,gordonwilliamsburg,1,matplotlib.patches.FancyArrowPatch.__init__
54415,gordonwilliamsburg,1,numpy.ndarray.__rmul__
54416,gordonwilliamsburg,1,numpy.ndarray.__add__
54417,gordonwilliamsburg,1,enum.Enum.__new__
54418,gordonwilliamsburg,1,benchmark.agbenchmark.utils.challenge.Challenge.task
54419,gordonwilliamsburg,1,benchmark.agbenchmark.utils.challenge.Challenge.scoring
54420,gordonwilliamsburg,1,benchmark.agbenchmark.utils.challenge.Challenge.llm_eval
54421,gordonwilliamsburg,1,benchmark.agbenchmark.utils.challenge.Challenge.get_artifacts_out
54422,gordonwilliamsburg,1,numpy.ndarray.size
54423,gordonwilliamsburg,1,matplotlib.colors.Normalize.__init__
54424,gordonwilliamsburg,1,matplotlib.patches.Patch.__init__
54425,gordonwilliamsburg,1,benchmark.agbenchmark.reports.ReportManager.ReportManager.__init__
54426,gordonwilliamsburg,1,benchmark.agbenchmark.reports.ReportManager.ReportManager.get_total_costs
54427,gordonwilliamsburg,1,benchmark.agbenchmark.reports.ReportManager.ReportManager.load
54428,gordonwilliamsburg,1,collections.deque.__getitem__
54429,gordonwilliamsburg,1,set.intersection
54430,gordonwilliamsburg,1,psutil.Process.children
54431,gordonwilliamsburg,1,psutil.Process.kill
54432,gordonwilliamsburg,1,psutil.Process.__init__
54433,gordonwilliamsburg,1,subprocess.Popen.wait
54434,gordonwilliamsburg,1,float.__ge__
54435,gordonwilliamsburg,1,benchmark.agbenchmark.challenges.verticals.code.6_battleship.artifacts_out.battleship.Battleship.get_game_status
54436,gordonwilliamsburg,1,set.issubset
54437,gordonwilliamsburg,1,subprocess.Popen.communicate
54438,gordonwilliamsburg,1,pprint.PrettyPrinter.pprint
54439,gordonwilliamsburg,1,pprint.PrettyPrinter.__init__
54440,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.rest.RESTResponse.__init__
54441,gordonwilliamsburg,1,ssl.SSLContext.load_cert_chain
54442,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.models.task_request_body.TaskRequestBody.to_dict
54443,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.models.task_request_body.TaskRequestBody.from_dict
54444,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.models.task_all_of.TaskAllOf.to_dict
54445,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.models.task_all_of.TaskAllOf.from_dict
54446,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.models.task.Task.to_dict
54447,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.models.task.Task.from_dict
54448,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.models.step_result.StepResult.to_dict
54449,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.models.step_result.StepResult.from_dict
54450,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.models.step_request_body.StepRequestBody.to_dict
54451,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.models.step_request_body.StepRequestBody.from_dict
54452,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.models.step_all_of.StepAllOf.to_dict
54453,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.models.step_all_of.StepAllOf.from_dict
54454,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.models.step.Step.to_dict
54455,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.models.step.Step.from_dict
54456,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.models.pagination.Pagination.to_dict
54457,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.models.pagination.Pagination.from_dict
54458,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.models.artifacts.Artifacts.to_dict
54459,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.models.artifacts.Artifacts.from_dict
54460,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.models.artifact.Artifact.to_dict
54461,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.models.artifact.Artifact.from_dict
54462,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.configuration.Configuration.get_host_settings
54463,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.configuration.Configuration.get_default
54464,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.configuration.Configuration.__init__
54465,gordonwilliamsburg,1,object.__setattr__
54466,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.configuration.Configuration.logger_format
54467,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient._apply_auth_params
54468,gordonwilliamsburg,1,datetime.date.isoformat
54469,gordonwilliamsburg,1,multiprocessing.pool.ThreadPool.__init__
54470,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.__init__
54471,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient._ApiClient__deserialize_file
54472,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.pool
54473,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient._ApiClient__call_api
54474,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.user_agent
54475,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.close
54476,gordonwilliamsburg,1,datetime.datetime.date
54477,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient._ApiClient__deserialize_object
54478,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient._ApiClient__deserialize_model
54479,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient._ApiClient__deserialize_datetime
54480,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient._ApiClient__deserialize_primitive
54481,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient._ApiClient__deserialize_date
54482,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.request
54483,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.files_parameters
54484,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.parameters_to_tuples
54485,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.deserialize
54486,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.parameters_to_url_query
54487,gordonwilliamsburg,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.update_params_for_auth
54488,gordonwilliamsburg,1,set.difference
54489,gordonwilliamsburg,1,types.MappingProxyType.items
54490,gordonwilliamsburg,1,autogpts.forge.forge.sdk.workspace.LocalWorkspace.exists
54491,gordonwilliamsburg,1,autogpts.forge.forge.sdk.workspace.LocalWorkspace.read
54492,gordonwilliamsburg,1,autogpts.forge.forge.sdk.workspace.LocalWorkspace.delete
54493,gordonwilliamsburg,1,autogpts.forge.forge.sdk.workspace.LocalWorkspace.list
54494,gordonwilliamsburg,1,autogpts.forge.forge.sdk.prompting.PromptEngine.get_closest_match
54495,gordonwilliamsburg,1,autogpts.forge.forge.sdk.memory.memstore.MemStore.update
54496,gordonwilliamsburg,1,autogpts.forge.forge.sdk.memory.memstore.MemStore.query
54497,gordonwilliamsburg,1,autogpts.forge.forge.sdk.memory.memstore.MemStore.get
54498,gordonwilliamsburg,1,autogpts.forge.forge.sdk.memory.memstore.MemStore.delete
54499,gordonwilliamsburg,1,autogpts.forge.forge.sdk.memory.memstore.MemStore.add
54500,gordonwilliamsburg,1,autogpts.forge.forge.sdk.forge_log.ConsoleFormatter.__init__
54501,gordonwilliamsburg,1,autogpts.forge.forge.sdk.agent.Agent.__init__
54502,gordonwilliamsburg,1,autogpts.forge.forge.sdk.db.AgentDB.__init__
54503,gordonwilliamsburg,1,autogpts.forge.forge.sdk.db.AgentDB.list_tasks
54504,gordonwilliamsburg,1,autogpts.forge.forge.sdk.db.AgentDB.list_steps
54505,gordonwilliamsburg,1,autogpts.forge.forge.sdk.db.AgentDB.list_artifacts
54506,gordonwilliamsburg,1,autogpts.forge.forge.sdk.db.AgentDB.get_task
54507,gordonwilliamsburg,1,autogpts.forge.forge.sdk.db.AgentDB.get_artifact
54508,gordonwilliamsburg,1,autogpts.forge.forge.sdk.db.AgentDB.create_task
54509,gordonwilliamsburg,1,autogpts.forge.forge.sdk.db.AgentDB.create_artifact
54510,gordonwilliamsburg,1,autogpts.forge.forge.sdk.abilities.registry.AbilityRegister.__init__
54511,gordonwilliamsburg,1,autogpts.forge.forge.sdk.abilities.registry.AbilityRegister.register_abilities
54512,gordonwilliamsburg,1,typing.NamedTuple._replace
54513,gordonwilliamsburg,1,re.Pattern.sub
54514,gordonwilliamsburg,1,requests.exceptions.RequestException.__init__
54515,gordonwilliamsburg,1,xml.etree.ElementTree.Element.__init__
54516,gordonwilliamsburg,1,xml.etree.ElementTree.ElementTree.__init__
54517,gordonwilliamsburg,1,xml.etree.ElementTree.ElementTree.write
54518,gordonwilliamsburg,1,autogpts.autogpt.tests.unit.test_retry_provider_openai.error_factory.RaisesError.__init__
54519,gordonwilliamsburg,1,git.exc.GitCommandError.__init__
54520,gordonwilliamsburg,1,io.TextIOWrapper.closed
54521,gordonwilliamsburg,1,hashlib._Hash.update
54522,gordonwilliamsburg,1,os._Environ.__getitem__
54523,gordonwilliamsburg,1,list.remove
54524,gordonwilliamsburg,1,PIL.Image.Image.tobytes
54525,gordonwilliamsburg,1,functools.partial.__new__
54526,gordonwilliamsburg,1,PIL.Image.Image.size
54527,gordonwilliamsburg,1,tempfile.TemporaryDirectory.__init__
54528,gordonwilliamsburg,1,importlib.abc.Loader.exec_module
54529,gordonwilliamsburg,1,dict.__or__
54530,gordonwilliamsburg,1,zipfile.ZipFile.extract
54531,gordonwilliamsburg,1,poetry.core.packages.dependency.Dependency.name
54532,gordonwilliamsburg,1,poetry.core.version.pep440.version.PEP440Version.parse
54533,gordonwilliamsburg,1,poetry.core.packages.package.Package.dependency_group
54534,gordonwilliamsburg,1,poetry.core.packages.dependency.Dependency.__str__
54535,gordonwilliamsburg,1,poetry.core.constraints.version.version_constraint.VersionConstraint.allows
54536,gordonwilliamsburg,1,poetry.core.poetry.Poetry.package
54537,gordonwilliamsburg,1,poetry.core.packages.dependency.Dependency.constraint
54538,gordonwilliamsburg,1,poetry.factory.Factory.create_poetry
54539,gordonwilliamsburg,1,argparse._ActionsContainer.add_mutually_exclusive_group
54540,gordonwilliamsburg,1,autogpts.autogpt.autogpt.workspace.workspace.Workspace.make_workspace
54541,gordonwilliamsburg,1,autogpts.autogpt.autogpt.workspace.workspace.Workspace.root
54542,gordonwilliamsburg,1,autogpts.autogpt.autogpt.workspace.workspace.Workspace.restrict_to_workspace
54543,gordonwilliamsburg,1,threading.Semaphore.release
54544,gordonwilliamsburg,1,threading.Semaphore.acquire
54545,gordonwilliamsburg,1,autogpts.autogpt.autogpt.speech.base.VoiceBase.__init__
54546,gordonwilliamsburg,1,autogpts.autogpt.autogpt.speech.say.TextToSpeechProvider._get_voice_engine
54547,gordonwilliamsburg,1,list.copy
54548,gordonwilliamsburg,1,autogpts.autogpt.autogpt.speech.eleven_labs.ElevenLabsSpeech._use_custom_voice
54549,gordonwilliamsburg,1,threading.Lock.__enter__
54550,gordonwilliamsburg,1,autogpts.autogpt.autogpt.speech.base.VoiceBase._speech
54551,gordonwilliamsburg,1,autogpts.autogpt.autogpt.speech.base.VoiceBase._setup
54552,gordonwilliamsburg,1,type.__call__
54553,gordonwilliamsburg,1,float.__rsub__
54554,gordonwilliamsburg,1,bs4.element.Tag.find_all
54555,gordonwilliamsburg,1,zipimport.zipimporter.__init__
54556,gordonwilliamsburg,1,zipimport.zipimporter.load_module
54557,gordonwilliamsburg,1,autogpts.autogpt.autogpt.plugins.plugins_config.PluginsConfig.deserialize_config_file
54558,gordonwilliamsburg,1,autogpts.autogpt.autogpt.plugins.plugins_config.PluginsConfig.create_empty_plugins_config
54559,gordonwilliamsburg,1,autogpts.autogpt.autogpt.models.context_item.FileContextItem.file_path
54560,gordonwilliamsburg,1,autogpts.autogpt.autogpt.models.context_item.ContextItem.description
54561,gordonwilliamsburg,1,autogpts.autogpt.autogpt.models.context_item.ContextItem.content
54562,gordonwilliamsburg,1,autogpts.autogpt.autogpt.models.context_item.ContextItem.source
54563,gordonwilliamsburg,1,autogpts.autogpt.autogpt.models.command_registry.CommandRegistry.unregister
54564,gordonwilliamsburg,1,autogpts.autogpt.autogpt.models.command_registry.CommandRegistry.import_command_module
54565,gordonwilliamsburg,1,autogpts.autogpt.autogpt.models.command_registry.CommandRegistry.__init__
54566,gordonwilliamsburg,1,autogpts.autogpt.autogpt.models.command_registry.CommandRegistry._reload_module
54567,gordonwilliamsburg,1,autogpts.autogpt.autogpt.models.command_registry.CommandRegistry._import_module
54568,gordonwilliamsburg,1,autogpts.autogpt.autogpt.models.command_registry.CommandRegistry.CommandCategory.__init__
54569,gordonwilliamsburg,1,autogpts.autogpt.autogpt.models.command_registry.CommandRegistry.register
54570,gordonwilliamsburg,1,autogpts.autogpt.autogpt.models.command_registry.CommandRegistry.register_module_category
54571,gordonwilliamsburg,1,autogpts.autogpt.autogpt.models.command_registry.CommandRegistry.get_command
54572,gordonwilliamsburg,1,autogpts.autogpt.autogpt.models.action_history.ActionErrorResult.__str__
54573,gordonwilliamsburg,1,autogpts.autogpt.autogpt.models.action_history.ActionInterruptedByHuman.__str__
54574,gordonwilliamsburg,1,autogpts.autogpt.autogpt.models.action_history.ActionSuccessResult.__str__
54575,gordonwilliamsburg,1,autogpts.autogpt.autogpt.models.action_history.EpisodicActionHistory.__getitem__
54576,gordonwilliamsburg,1,typing.MutableSet.remove
54577,gordonwilliamsburg,1,autogpts.autogpt.autogpt.memory.vector.memory_item.MemoryItem.dump
54578,gordonwilliamsburg,1,autogpts.autogpt.autogpt.memory.vector.providers.json_file.JSONFileMemory.load_index
54579,gordonwilliamsburg,1,autogpts.autogpt.autogpt.memory.vector.memory_item.MemoryItem.relevance_for
54580,gordonwilliamsburg,1,autogpts.autogpt.autogpt.memory.vector.memory_item.MemoryItemRelevance.score
54581,gordonwilliamsburg,1,autogpts.autogpt.autogpt.memory.vector.providers.base.VectorMemoryProvider.score_memories_for_relevance
54582,gordonwilliamsburg,1,autogpts.autogpt.autogpt.memory.vector.memory_item.MemoryItemRelevance.__str__
54583,gordonwilliamsburg,1,autogpts.autogpt.autogpt.memory.vector.providers.base.VectorMemoryProvider.get_relevant
54584,gordonwilliamsburg,1,autogpts.autogpt.autogpt.memory.vector.memory_item.MemoryItemRelevance.calculate_scores
54585,gordonwilliamsburg,1,autogpts.autogpt.autogpt.memory.vector.memory_item.MemoryItemRelevance.of
54586,gordonwilliamsburg,1,autogpts.autogpt.autogpt.memory.vector.providers.json_file.JSONFileMemory.__init__
54587,gordonwilliamsburg,1,autogpts.autogpt.autogpt.memory.vector.providers.no_memory.NoMemory.__init__
54588,gordonwilliamsburg,1,autogpts.autogpt.autogpt.logs.log_cycle.LogCycleHandler.create_nested_directory
54589,gordonwilliamsburg,1,autogpts.autogpt.autogpt.logs.log_cycle.LogCycleHandler.get_agent_short_name
54590,gordonwilliamsburg,1,autogpts.autogpt.autogpt.logs.log_cycle.LogCycleHandler.create_outer_directory
54591,gordonwilliamsburg,1,autogpts.autogpt.autogpt.logs.log_cycle.LogCycleHandler.create_inner_directory
54592,gordonwilliamsburg,1,str.zfill
54593,gordonwilliamsburg,1,logging.Handler.flush
54594,gordonwilliamsburg,1,logging.Handler.handleError
54595,gordonwilliamsburg,1,logging.Handler.format
54596,gordonwilliamsburg,1,autogpts.autogpt.autogpt.logs.handlers.TTSHandler.format
54597,gordonwilliamsburg,1,logging.Handler.__init__
54598,gordonwilliamsburg,1,logging.LogRecord.getMessage
54599,gordonwilliamsburg,1,autogpts.autogpt.autogpt.logs.handlers.JsonFileHandler.format
54600,gordonwilliamsburg,1,autogpts.autogpt.autogpt.logs.handlers.TTSHandler.__init__
54601,gordonwilliamsburg,1,autogpts.autogpt.autogpt.logs.formatters.AutoGptFormatter.__init__
54602,gordonwilliamsburg,1,unittest.mock._patcher.object
54603,gordonwilliamsburg,1,pathlib.Path.expanduser
