
mdupont@mdupont-G470:~/experiments/ai-ticket$ sudo docker-compose up
Creating ai-ticket_jarvis_1 ... 
Creating ai-ticket_auto-gpt-aj_1 ... 
Creating ai-ticket_the_agency_4_1 ... 
Starting ai-ticket_act_base_1     ... 
Creating ai-ticket_scott-gpt_1    ... 
Creating ai-ticket_swarms_of_sparta_1 ... 
Creating ai-ticket_auto-gpt-chat-gpt-prompts_1 ... 
Creating ai-ticket_mason_boom_1                ... 
Creating ai-ticket_the_agency_2_1              ... 
Creating ai-ticket_mason_boom_testgpt_1        ... 
Creating ai-ticket_the_agency_3_1              ... 
Creating ai-ticket_mljar_1                     ... 
Creating ai-ticket_the_agency_1_1              ... 
Creating ai-ticket_mason_boom_pa_1             ... 
Creating ai-ticket_babyagi_1                   ... 
Creating ai-ticket_autogpt-turbo_1             ... 
Starting ai-ticket_poetry_base_1               ... 
Starting ai-ticket_ai_ticket_1                 ... 
ai-ticket_mockopenai_1 is up-to-date
Creating ai-ticket_basic_agent_1               ... 
Creating ai-ticket_arena_1                     ... 
Creating ai-ticket_autogpt_1                   ... 
Attaching to ai-ticket_act_base_1, ai-ticket_mason_boom_pa_1, ai-ticket_mason_boom_1, ai-ticket_poetry_base_1, ai-ticket_auto-gpt-chat-gpt-prompts_1, ai-ticket_mason_boom_testgpt_1, ai-ticket_the_agency_4_1, ai-ticket_babyagi_1, ai-ticket_the_agency_3_1, ai-ticket_scott-gpt_1, ai-ticket_autogpt-turbo_1, ai-ticket_the_agency_2_1, ai-ticket_auto-gpt-aj_1, ai-ticket_mljar_1, ai-ticket_swarms_of_sparta_1, ai-ticket_jarvis_1, ai-ticket_the_agency_1_1, ai-ticket_ai_ticket_1, ai-ticket_mockopenai_1, ai-ticket_basic_agent_1, ai-ticket_arena_1, ai-ticket_autogpt_1
ai-ticket_act_base_1 exited with code 0
auto-gpt-aj_1                | Warning: 文件 'auto-gpt.json' 不存在. 本地内存不会保存到文件中。.
mockopenai_1                 |            ^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/langchain/llms/base.py", line 497, in generate_prompt
mockopenai_1                 |     return self.generate(prompt_strings, stop=stop, callbacks=callbacks, **kwargs)
mockopenai_1                 |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/langchain/llms/base.py", line 646, in generate
mockopenai_1                 |     output = self._generate_helper(
mockopenai_1                 |              ^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/langchain/llms/base.py", line 534, in _generate_helper
mockopenai_1                 |     raise e
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/langchain/llms/base.py", line 521, in _generate_helper
mockopenai_1                 |     self._generate(
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/langchain/llms/openai.py", line 401, in _generate
mockopenai_1                 |     response = completion_with_retry(
mockopenai_1                 |                ^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/langchain/llms/openai.py", line 115, in completion_with_retry
mockopenai_1                 |     return _completion_with_retry(**kwargs)
mockopenai_1                 |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/tenacity/__init__.py", line 289, in wrapped_f
mockopenai_1                 |     return self(f, *args, **kw)
mockopenai_1                 |            ^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/tenacity/__init__.py", line 379, in __call__
mockopenai_1                 |     do = self.iter(retry_state=retry_state)
mockopenai_1                 |          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/tenacity/__init__.py", line 325, in iter
mockopenai_1                 |     raise retry_exc.reraise()
mockopenai_1                 |           ^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/tenacity/__init__.py", line 158, in reraise
mockopenai_1                 |     raise self.last_attempt.result()
mockopenai_1                 |           ^^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/usr/local/lib/python3.11/concurrent/futures/_base.py", line 449, in result
mockopenai_1                 |     return self.__get_result()
mockopenai_1                 |            ^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/usr/local/lib/python3.11/concurrent/futures/_base.py", line 401, in __get_result
mockopenai_1                 |     raise self._exception
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/tenacity/__init__.py", line 382, in __call__
mockopenai_1                 |     result = fn(*args, **kwargs)
mockopenai_1                 |              ^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/langchain/llms/openai.py", line 113, in _completion_with_retry
mockopenai_1                 |     return llm.client.create(**kwargs)
mockopenai_1                 |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/openai/api_resources/completion.py", line 25, in create
mockopenai_1                 |     return super().create(*args, **kwargs)
mockopenai_1                 |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/openai/api_resources/abstract/engine_api_resource.py", line 155, in create
mockopenai_1                 |     response, _, api_key = requestor.request(
mockopenai_1                 |                            ^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/openai/api_requestor.py", line 299, in request
mockopenai_1                 |     resp, got_stream = self._interpret_response(result, stream)
mockopenai_1                 |                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/openai/api_requestor.py", line 710, in _interpret_response
mockopenai_1                 |     self._interpret_response_line(
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/openai/api_requestor.py", line 775, in _interpret_response_line
mockopenai_1                 |     raise self.handle_error_response(
mockopenai_1                 | openai.error.RateLimitError: Rate limit reached for text-davinci-003 in organization org-ZjaIs4ZsUG8dzXEPqKUwjEt0 on requests per min. Limit: 3 / min. Please try again in 20s. Contact us through our help center at help.openai.com if you continue to have issues. Please add a payment method to your account to increase your rate limit. Visit https://platform.openai.com/account/billing to add a payment method.
mockopenai_1                 | 172.18.0.3 - - [16/Oct/2023 21:21:25] "POST /v1/chat/completions HTTP/1.1" 500 -
mockopenai_1                 | created comment IssueComment(user=NamedUser(login="jmikedupont2"), id=1765297431)
mockopenai_1                 | 172.18.0.9 - - [16/Oct/2023 21:21:25] "POST /v1/chat/completions HTTP/1.1" 200 -
2023-10-16 21:21:25,821 INFO  message='OpenAI API response' path=http://mockopenai:5000/v1/chat/completions processing_ms=None request_id=None response_code=200
2023-10-16 21:21:25,823 INFO  META-AUTOGPT THOUGHTS: I encountered an issue with our application, and I need assistance. I've created a ticket for it. Here's the URL to the ticket: https://api.github.com/repos/jmikedupont2/ai-ticket/issues/comments/1765297431. My next action is to poll that URL for updates.
autogpt_1                    | 2023-10-16 21:21:25,824 INFO  REASONING: todo
autogpt_1                    | 2023-10-16 21:21:25,824 INFO  PLAN: 
autogpt_1                    | 2023-10-16 21:21:25,824 INFO  -  Initiated a request for assistance.
autogpt_1                    | 2023-10-16 21:21:25,824 INFO  CRITICISM: todo
autogpt_1                    | 2023-10-16 21:21:25,824 INFO  SPEAK:  First, I will observe my behaviour - this means I will look at the commands I have used so far and analyze what I have done. For example, I have used the "list_folder" command to see the contents of a folder and the "open_file" command to open a file for editing or viewing. 
autogpt_1                    | 
autogpt_1                    | Next, I will reflect over my outcomes. This means I will analyze the results of my actions and determine if I am on the right track or if I need to adjust my strategy. For example, if the list_folder command showed that the folder is empty, then I should adjust my strategy accordingly.
autogpt_1                    | 
autogpt_1                    | Third, I will orient myself to my knowledge. This means I will use the knowledge I have already acquired to inform my decisions. For example, if I know that the goal is to introspect AutogPT, then I should focus my efforts on commands that will help me do that, such as the "web_search" command to search for relevant information.
autogpt_1                    | 
autogpt_1                    | Fourth, I will decide on my next step. This means I will decide which command I should use next based on the knowledge I have acquired so far. For example, if I have already used the "web_search" command and found some useful
autogpt_1                    | 
autogpt_1                    | 2023-10-16 21:21:25,824 INFO  NEXT ACTION: COMMAND = request_assistance  ARGUMENTS = {'ticket_url': 'https://api.github.com/repos/jmikedupont2/ai-ticket/issues/comments/1765297431', 'next_action': 'poll_url'}
autogpt_1                    | 2023-10-16 21:21:25,824 INFO  Enter 'y' to authorise command, 'y -N' to run N continuous commands, 'n' to exit program, or enter feedback for meta-autogpt...
autogpt_1                    | 2023-10-16 21:21:25,824 INFO  -=-=-=-=-=-=-= COMMAND AUTHORISED BY USER -=-=-=-=-=-=-=
autogpt_1                    | starti https://api.github.com/repos/jmikedupont2/ai-ticket/issues/comments/1765297431
Traceback (most recent call last):
auto-gpt-chat-gpt-prompts_1  |   File "/home/appuser/.local/lib/python3.11/site-packages/openai/api_requestor.py", line 672, in _interpret_response_line
auto-gpt-chat-gpt-prompts_1  |     data = json.loads(rbody)
auto-gpt-chat-gpt-prompts_1  |            ^^^^^^^^^^^^^^^^^
auto-gpt-chat-gpt-prompts_1  |   File "/usr/local/lib/python3.11/json/__init__.py", line 346, in loads
auto-gpt-chat-gpt-prompts_1  |     return _default_decoder.decode(s)
auto-gpt-chat-gpt-prompts_1  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^
auto-gpt-chat-gpt-prompts_1  |   File "/usr/local/lib/python3.11/json/decoder.py", line 337, in decode
auto-gpt-chat-gpt-prompts_1  |     obj, end = self.raw_decode(s, idx=_w(s, 0).end())
auto-gpt-chat-gpt-prompts_1  |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
auto-gpt-chat-gpt-prompts_1  |   File "/usr/local/lib/python3.11/json/decoder.py", line 355, in raw_decode
auto-gpt-chat-gpt-prompts_1  |     raise JSONDecodeError("Expecting value", s, err.value) from None
auto-gpt-chat-gpt-prompts_1  | json.decoder.JSONDecodeError: Expecting value: line 1 column 1 (char 0)
auto-gpt-chat-gpt-prompts_1  | 
auto-gpt-chat-gpt-prompts_1  | The above exception was the direct cause of the following exception:
auto-gpt-chat-gpt-prompts_1  | 
auto-gpt-chat-gpt-prompts_1  | Traceback (most recent call last):
auto-gpt-chat-gpt-prompts_1  |   File "<frozen runpy>", line 198, in _run_module_as_main
auto-gpt-chat-gpt-prompts_1  |   File "<frozen runpy>", line 88, in _run_code
auto-gpt-chat-gpt-prompts_1  |   File "/home/appuser/autogpt/__main__.py", line 50, in <module>
auto-gpt-chat-gpt-prompts_1  |     main()
auto-gpt-chat-gpt-prompts_1  |   File "/home/appuser/autogpt/__main__.py", line 46, in main
auto-gpt-chat-gpt-prompts_1  |     agent.start_interaction_loop()
auto-gpt-chat-gpt-prompts_1  |   File "/home/appuser/autogpt/agent/agent.py", line 75, in start_interaction_loop
auto-gpt-chat-gpt-prompts_1  |     assistant_reply = chat_with_ai(
auto-gpt-chat-gpt-prompts_1  |                       ^^^^^^^^^^^^^
auto-gpt-chat-gpt-prompts_1  |   File "/home/appuser/autogpt/chat.py", line 159, in chat_with_ai
auto-gpt-chat-gpt-prompts_1  |     assistant_reply = create_chat_completion(
auto-gpt-chat-gpt-prompts_1  |                       ^^^^^^^^^^^^^^^^^^^^^^^
auto-gpt-chat-gpt-prompts_1  |   File "/home/appuser/autogpt/llm_utils.py", line 91, in create_chat_completion
auto-gpt-chat-gpt-prompts_1  |     response = openai.ChatCompletion.create(
auto-gpt-chat-gpt-prompts_1  |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
auto-gpt-chat-gpt-prompts_1  |   File "/home/appuser/.local/lib/python3.11/site-packages/openai/api_resources/chat_completion.py", line 25, in create
auto-gpt-chat-gpt-prompts_1  |     return super().create(*args, **kwargs)
auto-gpt-chat-gpt-prompts_1  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
auto-gpt-chat-gpt-prompts_1  |   File "/home/appuser/.local/lib/python3.11/site-packages/openai/api_resources/abstract/engine_api_resource.py", line 153, in create
auto-gpt-chat-gpt-prompts_1  |     response, _, api_key = requestor.request(
auto-gpt-chat-gpt-prompts_1  |                            ^^^^^^^^^^^^^^^^^^
auto-gpt-chat-gpt-prompts_1  |   File "/home/appuser/.local/lib/python3.11/site-packages/openai/api_requestor.py", line 226, in request
auto-gpt-chat-gpt-prompts_1  |     resp, got_stream = self._interpret_response(result, stream)
auto-gpt-chat-gpt-prompts_1  |                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
auto-gpt-chat-gpt-prompts_1  |   File "/home/appuser/.local/lib/python3.11/site-packages/openai/api_requestor.py", line 619, in _interpret_response
auto-gpt-chat-gpt-prompts_1  |     self._interpret_response_line(
auto-gpt-chat-gpt-prompts_1  |   File "/home/appuser/.local/lib/python3.11/site-packages/openai/api_requestor.py", line 674, in _interpret_response_line
auto-gpt-chat-gpt-prompts_1  |     raise error.APIError(
auto-gpt-chat-gpt-prompts_1  | openai.error.APIError: HTTP code 500 from API (<!doctype html>
auto-gpt-chat-gpt-prompts_1  | <html lang=en>
auto-gpt-chat-gpt-prompts_1  | <title>500 Internal Server Error</title>
auto-gpt-chat-gpt-prompts_1  | <h1>Internal Server Error</h1>
auto-gpt-chat-gpt-prompts_1  | <p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p>
auto-gpt-chat-gpt-prompts_1  | )
autogpt_1                    | 2023-10-16 21:21:26,006 INFO  Executing python file '/app/auto_gpt_workspace/tmpw1r2hq52.py' in working directory '/app/auto_gpt_workspace'
autogpt_1                    | result ```
autogpt_1                    | 42
autogpt_1                    | 
autogpt_1                    | ```
autogpt_1                    | 2023-10-16 21:21:26,040 INFO  SYSTEM: ```
autogpt_1                    | RESULT:'```
autogpt_1                    | 42
autogpt_1                    | 
autogpt_1                    | ```'
autogpt_1                    | ```
mockopenai_1                 | [2023-10-16 21:21:26,098] ERROR in app: Exception on /v1/chat/completions [POST]
mockopenai_1                 | Traceback (most recent call last):
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/flask/app.py", line 1455, in wsgi_app
mockopenai_1                 |     response = self.full_dispatch_request()
mockopenai_1                 |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/flask/app.py", line 869, in full_dispatch_request
mockopenai_1                 |     rv = self.handle_user_exception(e)
mockopenai_1                 |          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/flask/app.py", line 867, in full_dispatch_request
mockopenai_1                 |     rv = self.dispatch_request()
mockopenai_1                 |          ^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/flask/app.py", line 852, in dispatch_request
mockopenai_1                 |     return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)
mockopenai_1                 |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/app/examples/chat_forever/openai.py", line 63, in chat_completions
mockopenai_1                 |     output1 = llm_chain.run(question)
mockopenai_1                 |               ^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/langchain/chains/base.py", line 503, in run
mockopenai_1                 |     return self(args[0], callbacks=callbacks, tags=tags, metadata=metadata)[
mockopenai_1                 |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/langchain/chains/base.py", line 308, in __call__
mockopenai_1                 |     raise e
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/langchain/chains/base.py", line 302, in __call__
mockopenai_1                 |     self._call(inputs, run_manager=run_manager)
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/langchain/chains/llm.py", line 93, in _call
mockopenai_1                 |     response = self.generate([inputs], run_manager=run_manager)
mockopenai_1                 |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/langchain/chains/llm.py", line 103, in generate
mockopenai_1                 |     return self.llm.generate_prompt(
mockopenai_1                 |            ^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/langchain/llms/base.py", line 497, in generate_prompt
mockopenai_1                 |     return self.generate(prompt_strings, stop=stop, callbacks=callbacks, **kwargs)
mockopenai_1                 |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/langchain/llms/base.py", line 646, in generate
mockopenai_1                 |     output = self._generate_helper(
mockopenai_1                 |              ^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/langchain/llms/base.py", line 534, in _generate_helper
mockopenai_1                 |     raise e
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/langchain/llms/base.py", line 521, in _generate_helper
mockopenai_1                 |     self._generate(
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/langchain/llms/openai.py", line 401, in _generate
mockopenai_1                 |     response = completion_with_retry(
mockopenai_1                 |                ^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/langchain/llms/openai.py", line 115, in completion_with_retry
mockopenai_1                 |     return _completion_with_retry(**kwargs)
mockopenai_1                 |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/tenacity/__init__.py", line 289, in wrapped_f
mockopenai_1                 |     return self(f, *args, **kw)
mockopenai_1                 |            ^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/tenacity/__init__.py", line 379, in __call__
mockopenai_1                 |     do = self.iter(retry_state=retry_state)
mockopenai_1                 |          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/tenacity/__init__.py", line 325, in iter
mockopenai_1                 |     raise retry_exc.reraise()
mockopenai_1                 |           ^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/tenacity/__init__.py", line 158, in reraise
mockopenai_1                 |     raise self.last_attempt.result()
mockopenai_1                 |           ^^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/usr/local/lib/python3.11/concurrent/futures/_base.py", line 449, in result
mockopenai_1                 |     return self.__get_result()
mockopenai_1                 |            ^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/usr/local/lib/python3.11/concurrent/futures/_base.py", line 401, in __get_result
mockopenai_1                 |     raise self._exception
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/tenacity/__init__.py", line 382, in __call__
mockopenai_1                 |     result = fn(*args, **kwargs)
mockopenai_1                 |              ^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/langchain/llms/openai.py", line 113, in _completion_with_retry
mockopenai_1                 |     return llm.client.create(**kwargs)
mockopenai_1                 |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/openai/api_resources/completion.py", line 25, in create
mockopenai_1                 |     return super().create(*args, **kwargs)
mockopenai_1                 |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/openai/api_resources/abstract/engine_api_resource.py", line 155, in create
mockopenai_1                 |     response, _, api_key = requestor.request(
mockopenai_1                 |                            ^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/openai/api_requestor.py", line 299, in request
mockopenai_1                 |     resp, got_stream = self._interpret_response(result, stream)
mockopenai_1                 |                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/openai/api_requestor.py", line 710, in _interpret_response
mockopenai_1                 |     self._interpret_response_line(
mockopenai_1                 |   File "/application_root/.venv/lib/python3.11/site-packages/openai/api_requestor.py", line 775, in _interpret_response_line
mockopenai_1                 |     raise self.handle_error_response(
mockopenai_1                 | openai.error.RateLimitError: Rate limit reached for text-davinci-003 in organization org-ZjaIs4ZsUG8dzXEPqKUwjEt0 on requests per min. Limit: 3 / min. Please try again in 20s. Contact us through our help center at help.openai.com if you continue to have issues. Please add a payment method to your account to increase your rate limit. Visit https://platform.openai.com/account/billing to add a payment method.
mockopenai_1                 | 172.18.0.14 - - [16/Oct/2023 21:21:26] "POST /v1/chat/completions HTTP/1.1" 500 -
Traceback (most recent call last):
auto-gpt-aj_1                |   File "/home/appuser/.local/lib/python3.11/site-packages/openai/api_requestor.py", line 672, in _interpret_response_line
auto-gpt-aj_1                |     data = json.loads(rbody)
auto-gpt-aj_1                |            ^^^^^^^^^^^^^^^^^
auto-gpt-aj_1                |   File "/usr/local/lib/python3.11/json/__init__.py", line 346, in loads
auto-gpt-aj_1                |     return _default_decoder.decode(s)
auto-gpt-aj_1                |            ^^^^^^^^^^^^^^^^^^^^^^^^^^
auto-gpt-aj_1                |   File "/usr/local/lib/python3.11/json/decoder.py", line 337, in decode
auto-gpt-aj_1                |     obj, end = self.raw_decode(s, idx=_w(s, 0).end())
auto-gpt-aj_1                |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
auto-gpt-aj_1                |   File "/usr/local/lib/python3.11/json/decoder.py", line 355, in raw_decode
auto-gpt-aj_1                |     raise JSONDecodeError("Expecting value", s, err.value) from None
auto-gpt-aj_1                | json.decoder.JSONDecodeError: Expecting value: line 1 column 1 (char 0)
auto-gpt-aj_1                | 
auto-gpt-aj_1                | The above exception was the direct cause of the following exception:
auto-gpt-aj_1                | 
auto-gpt-aj_1                | Traceback (most recent call last):
auto-gpt-aj_1                |   File "<frozen runpy>", line 198, in _run_module_as_main
auto-gpt-aj_1                |   File "<frozen runpy>", line 88, in _run_code
auto-gpt-aj_1                |   File "/home/appuser/autogpt/__main__.py", line 50, in <module>
auto-gpt-aj_1                |     main()
auto-gpt-aj_1                |   File "/home/appuser/autogpt/__main__.py", line 46, in main
auto-gpt-aj_1                |     agent.start_interaction_loop()
auto-gpt-aj_1                |   File "/home/appuser/autogpt/agent/agent.py", line 65, in start_interaction_loop
auto-gpt-aj_1                |     assistant_reply = chat_with_ai(
auto-gpt-aj_1                |                       ^^^^^^^^^^^^^
auto-gpt-aj_1                |   File "/home/appuser/autogpt/chat.py", line 159, in chat_with_ai
auto-gpt-aj_1                |     assistant_reply = create_chat_completion(
auto-gpt-aj_1                |                       ^^^^^^^^^^^^^^^^^^^^^^^
auto-gpt-aj_1                |   File "/home/appuser/autogpt/llm_utils.py", line 91, in create_chat_completion
mockopenai_1                 | Retrying langchain.llms.openai.completion_with_retry.<locals>._completion_with_retry in 4.0 seconds as it raised RateLimitError: Rate limit reached for text-davinci-003 in organization org-ZjaIs4ZsUG8dzXEPqKUwjEt0 on requests per min. Limit: 3 / min. Please try again in 20s. Contact us through our help center at help.openai.com if you continue to have issues. Please add a payment method to your account to increase your rate limit. Visit https://platform.openai.com/account/billing to add a payment method..
auto-gpt-aj_1                |     response = openai.ChatCompletion.create(
auto-gpt-aj_1                |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
auto-gpt-aj_1                |   File "/home/appuser/.local/lib/python3.11/site-packages/openai/api_resources/chat_completion.py", line 25, in create
auto-gpt-aj_1                |     return super().create(*args, **kwargs)
auto-gpt-aj_1                |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
auto-gpt-aj_1                |   File "/home/appuser/.local/lib/python3.11/site-packages/openai/api_resources/abstract/engine_api_resource.py", line 153, in create
auto-gpt-aj_1                |     response, _, api_key = requestor.request(
auto-gpt-aj_1                |                            ^^^^^^^^^^^^^^^^^^
auto-gpt-aj_1                |   File "/home/appuser/.local/lib/python3.11/site-packages/openai/api_requestor.py", line 226, in request
auto-gpt-aj_1                |     resp, got_stream = self._interpret_response(result, stream)
auto-gpt-aj_1                |                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
auto-gpt-aj_1                |   File "/home/appuser/.local/lib/python3.11/site-packages/openai/api_requestor.py", line 619, in _interpret_response
auto-gpt-aj_1                |     self._interpret_response_line(
auto-gpt-aj_1                |   File "/home/appuser/.local/lib/python3.11/site-packages/openai/api_requestor.py", line 674, in _interpret_response_line
auto-gpt-aj_1                |     raise error.APIError(
auto-gpt-aj_1                | openai.error.APIError: HTTP code 500 from API (<!doctype html>
auto-gpt-aj_1                | <html lang=en>
auto-gpt-aj_1                | <title>500 Internal Server Error</title>
auto-gpt-aj_1                | <h1>Internal Server Error</h1>
auto-gpt-aj_1                | <p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p>
auto-gpt-aj_1                | )
ai-ticket_auto-gpt-chat-gpt-prompts_1 exited with code 1
ai-ticket_auto-gpt-aj_1 exited with code 1
mockopenai_1                 | Retrying langchain.llms.openai.completion_with_retry.<locals>._completion_with_retry in 4.0 seconds as it raised RateLimitError: Rate limit reached for text-davinci-003 in organization org-ZjaIs4ZsUG8dzXEPqKUwjEt0 on requests per min. Limit: 3 / min. Please try again in 20s. Contact us through our help center at help.openai.com if you continue to have issues. Please add a payment method to your account to increase your rate limit. Visit https://platform.openai.com/account/billing to add a payment method..
mockopenai_1                 | Retrying langchain.llms.openai.completion_with_retry.<locals>._completion_with_retry in 4.0 seconds as it raised RateLimitError: Rate limit reached for text-davinci-003 in organization org-ZjaIs4ZsUG8dzXEPqKUwjEt0 on requests per min. Limit: 3 / min. Please try again in 20s. Contact us through our help center at help.openai.com if you continue to have issues. Please add a payment method to your account to increase your rate limit. Visit https://platform.openai.com/account/billing to add a payment method..
mockopenai_1                 | DEBUG {
mockopenai_1                 |   "messages": [
mockopenai_1                 |     {
mockopenai_1                 |       "role": "system",
